BANK,IFSC,BRANCH,ADDRESS,PHONE
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006052,"THE KRISHNA DIST. CO-OP. CENTRAL BANK LTD.,PAYAKAPURAM","D.NO. 77-16/1-22DPP, LAKSHMI NAGAR COLONY, AJITH SINGH NAGAR, PAYAKAPURAM, VIJAYAWADA-520015",9985688345
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006053,KRISHNA DCC BANK JAVVARPETA,"DOOR NO 7/487, JAVVARPETA, MACHILIPATNAM, KRISHNA DISTRICT, 521001",9989799022
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006054,"KRISHNA DCC BANK LTD, BHAVANIPURAM","D NO 1-3-113, OPP. APPALA SWAMY QUARRY, VIDYADARAPURAM, VIJAYAWADA 520012",9989799122
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006055,"KRISHNA DCC BANK LTD., RAMAVARAPPADU","D NO. 2 - 9, HIGH SCHOOL ROAD, RAMAVARAPPADU,VIJAYAWADA",9949585544
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006056,MOPIDEVI,"THE KRISHNA DISTRICT CO OPERATIVE CENTRAL BANK LTD, MOPIDEVI BRANCH, MOPIDEVI",8886641173
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006057,"KRISHNA DCCB LTD, KOTHURU TADEPALL",The Krishna District Cooperative Central Bank Ltd Assessment No1010 D No1180 R SNo180 B Kothuru Tadepalli 520012 Vijayawada Urban Krishna AP,9949062431
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006058,"THE DIST. CO-OPERATIVE CENTRAL BANK LTD., KRISHNA - MANDAVALLI",THE KRISHNA DISTRICT CO OPERATIVE CENTRAL BANK LTD MANDAVALLI BRANCH MAIN ROAD MANDAVALLI KRISHNA 521345,9949062431
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0006059,THE KRISHNA DISTRICT COOPERATIVE BANK LIMITED - UNGUTURU,"THE KRISHNA DCCB LTD, UNGUTURU BRANCH, H.NO 2-32, OC COLONY NEAR MPUP SCHOOL ROAD UNGUTURU - 521312",9299655943
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0007001,H.O,"NTR BAVAN, 2/13, BRODIPET, GUNTUR┬û522002",9703918466
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0007002,A.O,"2/13, BRODIPET, GUNTUR┬û522002",9703918466
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0007003,ACB,"KOTHAPETA, BATTALABAZAR,  GUNTUR  ┬û 522001",9703918480
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0007004,AMARAVATHI,AMARAVATHI ┬û 522020,9703918487
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0007005,BAPATLA,"M.G, ROAD, BAPATLA ┬û 522101",9703918475
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0007006,TENALI,"BOSE ROAD, TENALI  ┬û 522201,",9703918498
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0007007,CHEBROLE,CHEBROLU ┬û 522212,9703918478
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0007008,CHERUKUPALLI,CHERUKUPALLI ┬û 522309,9703918471
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0007009,CHILAKALURIPET,CHILAKALURIPET ┬û 522616TSR COMPLEX.,9703981491
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0007010,GUNTUR,"2/1, BRODIPET, GUNTUR  - 522002",9703981479
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0007011,DACHEPALLI,DACHEPALLI ┬û 522414,9703918496
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0007012,DUGGIRALA,DUGGIRALA ┬û 522330,9703918468
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0007013,GURAZALA,GURAZALA ┬û 522415,9703918495
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0007014,TENALI,"7-5-86, PRAKASAM ROAD,TENALI ┬û 522201",9703918467
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0007015,KAKUMANU,KAKUMANU ┬û 522112,9703918476
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0007016,KHAJIPALEM,┬áKHAJIPALEM ┬û 522329,9703918498
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0007017,KOLLI PARA,KOLLIPARA -  522304,9703918478
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0007018,KORITEPADU,"KORITEPADU,  GUNTUR  - 522007",9703918471
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0007019,KROSUR,KROSURU ┬û 522410,9703981491
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0007020,MACHERLA,MACHERLA ┬û 522426,9703981479
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0007021,MANGALAGIRI,MANAGALAGIRI ┬û 522503,9703918496
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0007022,NARSARAOPET,"NARASARAOPET, PRAKASH NAGAR ┬û 522602",9703918468
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0007023,NIZAMPATNAM,"NIZAMPATNAM ┬û 522314,",9703918495
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0007024,PEDAKURAPADU,PEDAKURAPADU ┬û 522402,9703918467
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0007025,PHIRANGIPURAM,PHINRANGIPURAM ┬û 522509,9703918476
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0007026,PIDUGURALLA,PIDUGURALLA ┬û 522413,9703918497
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0007027,PONNUR,"S.P.P. ROAD, PONNURU ┬û522124",9703918477
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0007028,PRATHIPADU,PRATHIPADU ┬û 522019,9703918482
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0007029,REPALLE,REPALLE ┬û 522265 KIRANA COMPLEX.,9703918472
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0007030,SANTHAGUDIPADU,SANTHAGUDIPADU ┬û 522615,9703918492
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0007031,SATTENAPALLE,SATTENAPALLI ┬û 522403,9703918484
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0007032,THULLUR,THULLURU ┬û 522237,9703918488
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0007033,VEMURU,VEMURU ┬û 522261,9703918470
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0007034,VINUKONDA,VINUKONDA ┬û 522647,9703918493
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0007036,"THE GUNTUR DIST. CO-OP. CENTRAL BANK LTD., MANDADAM","D.NO. 4-94/3, GROUND FLOOR, MASJID CENTRE, MANDADAM-522237",9703918500
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0007037,THE GUNTUR DIST CO OP CENTRAL BANK LTD BHATTIPROLU,GADDAR BRIDGE ROAD NEAR POST OFFICE BHATTIPROLU,9703918519
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0007038,THE GUNTUR DIST CO OP CENTRAL BANK LTD TADIKONDA,D NO 12 34 BESIDE V M THEATRE MAIN ROAD TADIKONDA 522237,9703918503
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0007039,"THE DIST. CO-OPERATIVE CENTRAL BANK LTD., GUNTUR - KOLLURU",D NO 11/52 BAVIREDDY NARASAIAH COMPLEX REPALLE ROAD NR POLICE STATION KOLLURU VILLAGE AND MANDAL GUNTUR - 522324,243043
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0007040,"THE DIST. CO-OPERATIVE CENTRAL BANK LTD., GUNTUR - NAKARIKALLU",D NO 4 - 16 CHOWTRA CENTER NAKARIKALLU VILLAGE AND MANDAL GUNTUR - 522615,241117
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0007041,"THE DIST. CO-OPERATIVE CENTRAL BANK LTD., GUNTUR - UNDAVALLI",D NO 3 - 607/2 BEHIND AYYAPPA SWAMY TEMPLE UNDAVALLI VILLAGE TADEPALLI MANDAL GUNTUR - 522501,273059
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0007042,"THE DIST. CO-OPERATIVE CENTRAL BANK LTD., GUNTUR - NAGARAM","D NO 2-5/17, MAIN ROAD, NAGARAM (VILLAGE), NAGARAM (MANDAL), GUNTUR DISTRICT - 522268",2355460
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0007043,THE GUNTUR DISTRICT CO-OPERATIVE CENTRAL BANK LTD,"D NO 11-1-18, OPP RAAVI TOWERS, CHENCHUPET, TENALI MANDAL, GUNTUR DISTRICT-522202",8919030352
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0007044,THE GUNTUR DISTRICT CO OPERATIVE CENTRAL BANK LTD,"D NO 11-65,DURGAMPUDI RAMI REDDY BUILDING,CHALLAVARIPALEM,NALLAPADU,GUNTUR-522205",7981274139
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0008001,HEAD OFFICE,"THE PDCCBANK LTD,  GOVERNOR ROAD , ONGOLE PIN 523001",8886332003
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0008002,ADDANKI,"THE PDCCBANK LTD., MAIN ROAD,ADDANKI ,  AP ,PIN - 523201",9704660262
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0008003,B.NIDAMANUR,"THE PDCCBANK LTD.,  B.NIDAMNURU, A.P - 523296",9704660263
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0008004,BESTAVARAPET,"THE PDCCBANK LTD., BESTAVARI PET  , PRAKASAM DIST, AP",9704660264
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0008005,CHIMAKURTHI,"THE PDCCBANK LTD., MAIN ROAD,CHIMAKURHTY, PIN- 523226",9704660266
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0008006,CHIRALA,"THE PDCCBANK LTD, CHIRALA, PRAKASAM DIST. PIN 523155",9704660265
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0008007,DARSI,"THE PDCCBANK LTD.,DARSI, PRAKASAM DIST. PIN 523247",9704660267
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0008008,GIDDALUR,"THE PDCCBANK LTD.,GIDDALRU, PRAKASAM DIST. PIN 523357",9704660268
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0008009,INKOLLU,"THE PDCCBANK LTD, GANGARAM ROAD,PRAKASAM DIST. PIN.523167",9704660269
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0008010,KANDUKUR,"THE PDCCBANK LTD.,PAMURU ROAD, PRAKASAM DIST. PIN -523105",9704660271
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0008011,KANIGIRI,"THE PDCCBANK LTD., KANIGIRI ,PRAKASAM DIST. PIN 523230",9704660270
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0008012,KARAMCHEDU,"THE PDCCBANK LTD.KARAMCHEDU, PRAKASAM DIST. PIN 523168",9704660274
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0008013,KONDAPI,"THE PDCCBANK LTD., KONDEPI, PRAKASAM DIST. PIN 523270",9704660272
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0008014,KURICHEDU,"THE PDCCBANK LTD. KURICHEDU, PRAKASAM DIST. PIN 523304",9704660273
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0008015,KURNOOL ROAD,"THE PDCCBANK LTD., KURNOOL ROAD, ONGOLE, PRAKASAM DIST. PIN 523001",9704660275
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0008016,LAWYERPETA,"THE PDCCBANK LTD.,  ONGOLE, PRAKASAM DIST. PIN 523001",9704660276
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0008017,M.NIDAMALURU,"THE PDCCBANK LTD.MAIN ROAD, M.NIDAMALURU,  PIN 523279",9704660278
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0008018,MARKAPUR,"THE PDCCBANK LTD., MARKAPUR, PRAKASAM DIST. PIN 523316",9704660279
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0008019,MARTURU,"THE PDCCBANK LTD. MARTURU , PRAKASAM DIST. PIN 523301",9704660277
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0008020,PAMUR,"THE PDCCBANK LTD.,PAMURU, PRAKASAM DIST, PIN 523108",9704660281
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0008021,PARCHOOR,"THE PDCCBANK LTD.,  PARCHURU, PRAKASAM DIST. PIN 523169",9704660280
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0008022,PODILI,"THE PDCCBANK LTD., ,NEAR MRO OFFICE, PRAKASAM DIST. PIN 523245",9704660282
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0008023,RAVINUTHALA,"THE PDCCBANK LTD., OPP. PANCHAYAT OFFICE,PRAKASAM DIST, PIN 523213",9704660283
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0008024,SANTHAMAGULUR,"THE PDCCBANK LTD.,  MAIN ROAD, S.MAGULURU, PRAKASAM DIST, PIN 523302",9704660285
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0008025,SINGARAYAKONDA,"THE PDCCBANK LTD.,  SINGARAYAKONDA, PRAKASAM DIST. PIN 523101",9704660284
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0008026,TANGUTURU,"THE PDCCBANK LTD.,  R.R.COMPLEX, TAGUTURU, PIN 523274",9704660287
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0008027,TOWN BRANCH,"THE PDCCBANK, LTD., TRUNK ROAD, ONGOLE PIN  523001",9704660286
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0008028,UPPUGUNDUR,"NAGULUPPALAPADU MANDAL, PRAKASAM DIST PIN 523186",9704660288
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0008029,YERRAGONDAPALEM,"MAIN ROAD, YERRAGONDAPALEM , PRAKASAM DIST, PIN 523327",9704660289
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0009002,HEAD OFFICE BRANCH,"NEAR GANDHI STATUE, TRUNK ROAD, NELLORE.",9951530062
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0009003,ATMAKUR,"MAIN BAZAR, NEAR ANDHRA BANK, ATMAKUR (P & M), ATMAKUR",9951530054
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0009004,GUDUR,"GANGAMMA TEMPLE STREET, NEAR STATE BANK OF INDIA, GUDUR",9951530056
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0009005,KAVALI,"JANATHA PET, KAVALI",9951530057
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0009006,KAVALI EXTENSION,"MAA COMPLEX, OPP. ARUNODAYA CLOTH MERCHANTS, KAVALI MAIN ROAD, KAVALI",9951530058
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0009007,KOTA,"MAIN ROAD, KOTA (P & V), KOTA",9951530059
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0009008,KOVUR,"D.NO. 2-6-67, R.F ROAD, KOVUR ( P & M) KOVUR.",9951530060
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0009009,NAIDUPET,"D.NO. 1-1-62, OLD KALAHASTRI ROAD, NAIDUPET",9951530061
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0009010,NELLORE TOWN,"OPP. SUNDAR LODGE, NEAR R.T.C.BUS STAND, ARAVINDA NAGAR, NELLORE",9951530063
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0009011,PODALAKUR,"C/O M.SREENIVASULA REDDY HOSPITAL, MAIN ROAD, PODALAKUR",9951530064
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0009012,SULLURPET,"PARK STREET, SULLURPET",9951530065
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0009013,UDAYAGIRI,"MAIN ROAD, UDAYAGIRI",9951530067
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0009014,VAKADU,VAKADU (P & M) VAKADU,9951530067
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0009015,VENKATAGIRI,"D.V.S.COMPLEX, RAJA STREET, VENKATAGIRI (MANDAL), VENKATAGIRI",9951530069
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0009016,VINJAMUR,"D.NO. 2/233, MAIN BAZAR,PATHURU,  VINJAMUR (P & M) VINJAMUR",9951530070
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0009017,NELLORE  TOWN EXT COUNTER,"FIRST FLOOR, K.P. COMPLEX-2, D.NO.5-1-128, PAPPULA STREET, STONEHOUSE PET, NELLORE",8501040022
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0009018,KOVUR,"MASTHANAIA COMPLEX, B-11-550 , HOUSE THOTA, MARRI CHETTU CENTER",8498055385
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0009019,"Sri Potti Sri Ramulu Nellore District Cooperative Central Bank Ltd., RAPUR",D NO 6 30 MOGHUL STREET OPP SYNDICATE BANK RAPUR 524408,8501040011
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0009020,RAMMURTHY NAGAR,D NO 16 3 614 MIMI BYEPASS ROAD RAMMUTHY NAGAR NELLORE 524002,8466917271
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0009021,ALLUR,DNO 3 11 34 Y RAJARAMI REDDY HOSPITAL BHAVAN ALLUR MANDAL,9951530063
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0010001,CHITTOOR,"POST BOX NO.7, HEAD OFFICE, PRAKASAM HIGH WAY, CHITTOOR - 517001",9949826966
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0010002,B.KOTHAKOTA,"D.NO.12-55-2, POKANATI STREET, B KOTHAKOTA  ,PIN CODE - 517370",9100994270
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0010003,BANGARUPALEM,"D-NO.2-92/5, M B T ROAD, BANGARUPALYAMPINCODE-517416",9949826956
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0010004,CHINAGOTTIGALLU,"D-NO.6.78/A, MAIN ROAD, CHINNA GOTTI GALLU, PINCODE-517193",9949826934
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0010005,CHOWDEPALLE,"DO-NO.2-47, MOTOR STREET, CHOWDEPALLE PINCODE - 517257",9963475286
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0010006,CHITTOOR,"DO-NO. 7-381, JANDA STREET,  CHITTOOR PINCODE - 517001",9949826954
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0010007,GANGADHARNALLORE,"PUTTUR ROAD,  G D NELLORE PINCODE - 517125",9989777454
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0010008,KANIPAKKAM,"MAIN ROAD, KANIPAKAM  PINCODE - 517131",9908682111
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0010009,KARVETINAGAR,"DO.NO.6-58, BAZAR STREET,K NAGAR  PINCODE - 517582",9949826951
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0010010,CHITTOOR,"D NO.3-790, GREAMSPET,OLD INDIAN BANK BUILDING,CHITTOOR  PINCODE - 517001",9949826949
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0010011,KUPPAM,"DO-NO.14-378 PALACE ROAD, KUPPAMPINCODE - 517425",9963499964
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0010012,MADANAPALLE,"BANK STREET,MADANAPALLE, PINCODE - 517325",9949826937
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0010013,NAGARI,"DO.NO.10-204, NAGALAPURAM ROAD,  NAGARI, PINCODE - 517590",9949826948
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0010014,PATHALAPATTU,"DO.NO.6,MAIN ROAD,P S  GATE, PINCODE - 517124",9951530064
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0010015,PAKALA,"MURALI COMPLEX,  R T C BUS STAND, PAKALA, PINCODE - 517112",9951530065
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0010016,PALAMANER,"DO.NO.12-312, MADANAPALLE ROAD,  PALAMANER,  PINCODE - 517408",9951530067
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0010017,PILER,"DO.NO.2-105/1,  L B S ROAD, PILER, PINCODE - 517214",9951530067
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0010018,PITCHATURU,"MAIN ROAD,PICHATUR, PINCODE - 517587",9951530069
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0010019,PUNGANUR,"DO.NO.15/16,CAR STREET,  PUNGANUR,PINCODE - 517247",9951530070
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0010020,PUTTUR,"DO.NO.4-24, BAZAR STREET, PUTTUR,  PINCODE - 517583",8501040022
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0010021,SATYAVEDU,"PALLAPU STREET,SATHYAVEDU,PINCODE - 517588",8498055385
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0010022,SRIKALAHASTI,"DO.NO.6/175,  GANDHI STREET,  SRIKALAHASTHI - 517644",8501040011
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0010023,TIRUPATI,"DO.NO.12-5-526,TILAK ROAD,  TIRUPATI.  PINCODE - 517501",8466917271
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0010024,VENKATAGIRIKOTA,"MAIN ROAD, V KOTA,PINCODE - 517424",9951530063
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0010025,VAYALPAD,"DO.NO.9/141, KOTHAPETA STREET,VOYALPAD,  PINCODE - 517299",9949826966
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0010026,TIRUPATI,"DNO.19-8-110, R C ROAD, OPP.RYTHU BAZAR, TIRUPATI, PINCODE - 517501",9949826966
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0010027,PAPANAIDUPET,"D NO 3-28,  CO-OPBANK STREET, PAPANAIDUPETA (V) PINCODE - 517526",9100994269
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0010028,THE CHITTOOR DCCB LTD ANGALLU,"DOOR NO 1 18,MBT ROAD,ANGALLU 517325",9573169188
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0010029,THE CHITTOOR DCCB LTD MADANAPALLI,"DOOR.NO 2 250 A 2 3,RAMIREDDY LAYOUT,NEERUGATTUVARIPALLE,MADANAPALLE 517325",9963475289
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0010030,THE CHITTOOR DCCB LTD RENIGUNTA,"DOOR.NO 15 893,SRIKALAHASTHI ROAD,RENIGUNTA 517520",7702606444
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0010031,THE CHITTOOR DCCB LTD CHANDRAGIRI,"D NO2 14 BY 1,BAZAR STREET,KOTHAPETA,CHANDRAGIRI 517101",9963475283
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0010032,"THE DIST. CO-OPERATIVE CENTRAL BANK LTD., CHITTOOR - PACHIKAPALEM","D.NO.13-244-A, TIRUPATHI ROAD PACHIKAPALLAM(V) VEDURUKUPPAM(M)-517569",9100367049
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0010033,"THE DIST. CO-OPERATIVE CENTRAL BANK LTD., CHITTOOR - VARADAIAHPALEM","D.NO.11-20 TRUNK ROAD-GREAMSPET, NEAR INDIAN OIL PETROL BANK VARADAIAH PALEM (P)(M)-517541",9100302849
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0010034,"THE DIST. CO-OPERATIVE CENTRAL BANK LTD., CHITTOOR - KALLUR","D.NO.2-219 KALLUR (PO), PULICHERLA(M) - 5175113",9100305849
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0010035,"THE DIST. CO-OPERATIVE CENTRAL BANK LTD., CHITTOOR - TIRUCHANUR","D.NO.2-32-A Nethaji Street, Tiruchanur (v) (po) Tirupati-Rural (m) pincode-517503",6303684482
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0010036,"THE DIST. CO-OPERATIVE CENTRAL BANK LTD., CHITTOOR - YERPEDU","D.No.2-50/1,Gandla street,Yerpedu - (v), (po) & (m) pincode-517541",9949826942
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0010037,THE CHITTOOR DISTRICT COOPERATIVE CENTRAL BANK LTD,"D NO 4-333, COLLEGE ROAD, OPP V R R THEATRE, SODUM, CHITTOOR-517123",9963475286
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0010038,THE CHITTOOR DISTRICT CO-OPERATIVE CENTRAL BANK LTD-CHITTOOR,"D NO 4-106 7,PUNGANUR ROAD, OPP. SUBSTATION, BAIREDDIPALLE, PINCODE-517415",9963475240
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0011001,CUDDAPAH,"D. NO. 2/52 R.S. ROAD, KADAPA",245348
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0011002,BADVEL,"D. NO. 4/108, MAIN BAZAR, BADVEL",284025
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0011003,JAMMALAMADAGU,"D. NO. 24/122, OLD BUSTAND,  JAMMALAMADUGU",270098
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0011004,KAMALAPURAM,"D. NO. 13/196, R.S. ROAD,  KAMALAPURAM",274312
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0011005,KODUR,"D. NO. 7/308, NEW KRISHNA  NAGAR, KODUR",257016
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0011006,LAKKIREDDIPALLE,"D. NO. 3/493, RAYACHOTI ROAD, L.R. PALLI",234154
